"","Player","Team","Position","Game.ID","Date","Home","Away","G","A1","A2","PTS","PrPTS","GS","SOG","eGF","eGA","GF.","PPG","PPA1","PPA2","SHG","SHA1","SHA2","FOW","FOL","PIM","Blk","TO","SV","GA","Season"
"2271","Ashley Johnston","MET","D","18507478","2018-01-28","CTW","MET",0,0,0,0,0,-0.06,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2017
"2272","Bray Ketchum","MET","F","18507478","2018-01-28","CTW","MET",0,0,0,0,0,0.33,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2273","Courtney Burke","MET","D","18507478","2018-01-28","CTW","MET",0,1,1,2,1,1.72,4,0,0,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,2017
"2274","Cydney Roesler","CTW","D","18507478","2018-01-28","CTW","MET",0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
"2275","Emily Fluke","CTW","F","18507478","2018-01-28","CTW","MET",0,0,0,0,0,-0.29,0,0,0,NA,0,0,0,0,0,0,1,2,2,0,0,0,0,2017
"2276","Erika  Lawler","MET","F","18507478","2018-01-28","CTW","MET",0,0,0,0,0,-0.87,3,0,0,NA,0,0,0,0,0,0,6,16,0,0,0,0,0,2017
"2277","Grace Klienbach","CTW","F","18507478","2018-01-28","CTW","MET",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,1,0,0,2017
"2278","Hanna  Beattie","CTW","D","18507478","2018-01-28","CTW","MET",0,0,0,0,0,1.18,2,0,0,NA,0,0,0,0,0,0,12,4,0,0,0,0,0,2017
"2279","Harrison Browne","MET","F","18507478","2018-01-28","CTW","MET",0,0,0,0,0,0.16,3,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2017
"2280","Jenny Ryan","MET","D","18507478","2018-01-28","CTW","MET",0,0,1,1,0,0.91,4,0,0,NA,0,0,0,0,0,0,0,0,2,1,1,0,0,2017
"2281","Jordan Brickner","CTW","D","18507478","2018-01-28","CTW","MET",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2282","Juana Baribeau","CTW","F","18507478","2018-01-28","CTW","MET",0,0,0,0,0,-0.54,1,0,0,NA,0,0,0,0,0,0,5,9,2,0,0,0,0,2017
"2283","Kelly Babstock","CTW","F","18507478","2018-01-28","CTW","MET",1,0,0,1,1,2.25,7,0,0,NA,0,0,0,0,0,0,8,4,0,0,0,0,0,2017
"2284","Kelly Nash","MET","F","18507478","2018-01-28","CTW","MET",0,0,0,0,0,-0.17,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2017
"2285","Kiira Dosdall","MET","D","18507478","2018-01-28","CTW","MET",0,1,0,1,1,0.75,1,0,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
"2286","Kimberly Sass","MET","G","18507478","2018-01-28","CTW","MET",0,0,0,0,0,0.94,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,21,2,2017
"2287","Lauren Wash","MET","F","18507478","2018-01-28","CTW","MET",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2288","Madison Packer","MET","F","18507478","2018-01-28","CTW","MET",2,0,0,2,2,2.56,4,0,0,NA,1,0,0,0,0,0,2,1,0,1,0,0,0,2017
"2289","Meghan   Huertas","CTW","F","18507478","2018-01-28","CTW","MET",1,1,0,2,2,1.86,2,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,2017
"2290","Michelle Picard","MET","D","18507478","2018-01-28","CTW","MET",0,0,0,0,0,0.05,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2017
"2291","Rachael Ade","CTW","D","18507478","2018-01-28","CTW","MET",0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2292","Rebecca Russo","MET","F","18507478","2018-01-28","CTW","MET",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,2017
"2293","Sam Faber","CTW","F","18507478","2018-01-28","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2017
"2294","Shannon Doyle","CTW","D","18507478","2018-01-28","CTW","MET",0,0,0,0,0,0.05,2,0,0,NA,0,0,0,0,0,0,0,0,2,1,0,0,0,2017
"2295","Sydney Rossman","CTW","G","18507478","2018-01-28","CTW","MET",0,0,0,0,0,1.34,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,31,3,2017
"2296","Tatiana Rafter","MET","F","18507478","2018-01-28","CTW","MET",0,0,1,1,0,0.99,1,0,0,NA,0,0,1,0,0,0,9,7,0,1,0,0,0,2017
"2297","Amanda Boulier","CTW","F","18507485","2018-03-11","CTW","BUF",1,0,0,1,1,1.17,7,0,0,NA,0,0,0,0,0,0,5,10,0,0,0,0,0,2017
"2298","Amanda Leveille","BUF","G","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,3.48,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,32,1,2017
"2299","Corinne Buie","BUF","F","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,-0.12,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,2017
"2300","Cydney Roesler","CTW","D","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2301","Elena Orlando","CTW","D","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2302","Emily Fluke","CTW","F","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,-0.13,1,0,0,NA,0,0,0,0,0,0,1,3,0,1,2,0,0,2017
"2303","Emma Greco","CTW","D","18507485","2018-03-11","CTW","BUF",0,1,0,1,1,0.58,1,0,0,NA,0,0,0,0,0,0,0,0,2,2,0,0,0,2017
"2304","Grace Klienbach","CTW","F","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,-0.05,0,0,0,NA,0,0,0,0,0,0,2,1,2,0,0,0,0,2017
"2305","Hanna  Beattie","CTW","D","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,2,2,0,0,0,0,0,2017
"2306","Hayley  Scamurra","BUF","F","18507485","2018-03-11","CTW","BUF",1,0,0,1,1,1.6,7,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2017
"2307","Jacquie Greco","BUF","D","18507485","2018-03-11","CTW","BUF",0,1,0,1,1,0.75,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2308","Jamie Goldsmith","CTW","F","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,0.59,1,0,0,NA,0,0,0,0,0,0,9,5,0,0,0,0,0,2017
"2309","Jess Jones","BUF","F","18507485","2018-03-11","CTW","BUF",0,1,0,1,1,0.86,2,0,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
"2310","Jordan  Juron","BUF","F","18507485","2018-03-11","CTW","BUF",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2311","Jordan Brickner","CTW","D","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2312","Juana Baribeau","CTW","F","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,-0.07,2,0,0,NA,0,0,0,0,0,0,0,1,2,0,0,0,0,2017
"2313","Katherine Donohue","BUF","F","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,0.12,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
"2314","Kaycie Anderson","CTW","F","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
"2315","Kaylyn  Schroka","BUF","F","18507485","2018-03-11","CTW","BUF",0,0,1,1,0,0.04,0,0,0,NA,0,0,1,0,0,0,2,7,0,1,0,0,0,2017
"2316","Kelly Babstock","CTW","F","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,1.31,8,0,0,NA,0,0,0,0,0,0,8,3,2,0,0,0,0,2017
"2317","Kelsey Neumann","BUF","G","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2318","Kourtney Kunichika","BUF","F","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,-0.29,0,0,0,NA,0,0,0,0,0,0,0,1,2,1,0,0,0,2017
"2319","Kristin Lewicki","BUF","F","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,-0.02,2,0,0,NA,0,0,0,0,0,0,7,9,0,0,0,0,0,2017
"2320","Maddie  Elia","BUF","F","18507485","2018-03-11","CTW","BUF",0,1,0,1,1,1.8,4,0,0,NA,0,0,0,0,0,0,15,9,0,0,0,0,0,2017
"2321","Sam Donovan","CTW","F","18507485","2018-03-11","CTW","BUF",0,0,1,1,0,0.75,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2322","Sarah  Edney","BUF","D","18507485","2018-03-11","CTW","BUF",2,0,0,2,2,2.22,2,0,0,NA,1,0,0,0,0,0,0,0,0,2,0,0,0,2017
"2323","Sarah Casorso","BUF","D","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,-0.06,1,0,0,NA,0,0,0,0,0,0,0,0,2,1,1,0,0,2017
"2324","Shannon Doyle","CTW","D","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,2017
"2325","Sydney Rossman","CTW","G","18507485","2018-03-11","CTW","BUF",0,0,0,0,0,-0.48,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,18,3,2017
"2326","Taylor Accursi","BUF","F","18507485","2018-03-11","CTW","BUF",0,0,1,1,0,0.86,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2327","Amanda Boulier","CTW","F","18507490","2018-01-14","CTW","BUF",0,2,0,2,2,1.36,4,2,1,0.67,0,0,0,0,0,0,7,10,0,0,0,0,0,2017
"2328","Amanda Leveille","BUF","G","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,0.36,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,24,3,2017
"2329","Anya Battaglino","CTW","F","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,2017
"2330","Colleen  Murphy","BUF","D","18507490","2018-01-14","CTW","BUF",0,0,1,1,0,0.75,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2331","Elena Orlando","CTW","D","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,-0.01,1,1,1,0.5,0,0,0,0,0,0,0,1,0,3,1,0,0,2017
"2332","Emily Fluke","CTW","F","18507490","2018-01-14","CTW","BUF",1,0,2,3,1,2.14,2,2,1,0.67,0,0,1,0,0,0,1,4,0,0,0,0,0,2017
"2333","Hanna  Beattie","CTW","D","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2334","Jacquie Greco","BUF","D","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,0.11,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2335","Jamie Goldsmith","CTW","F","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,0.76,3,0,2,0,0,0,0,0,0,0,10,5,2,0,1,0,0,2017
"2336","Jordan  Juron","BUF","F","18507490","2018-01-14","CTW","BUF",0,1,0,1,1,0.75,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2337","Jordan  Ott","BUF","F","18507490","2018-01-14","CTW","BUF",0,0,1,1,0,0.69,2,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,2017
"2338","Jordan Brickner","CTW","D","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,0.33,3,1,2,0.33,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2339","Jordyn Burns","BUF","D","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2017
"2340","Juana Baribeau","CTW","F","18507490","2018-01-14","CTW","BUF",0,1,0,1,1,0.53,1,0,1,0,0,1,0,0,0,0,6,5,4,0,1,0,0,2017
"2341","Katherine Donohue","BUF","F","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,-0.36,0,1,1,0.5,0,0,0,0,0,0,2,5,0,0,0,0,0,2017
"2342","Kaycie Anderson","CTW","F","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2343","Kaylyn  Schroka","BUF","F","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,0.1,2,1,1,0.5,0,0,0,0,0,0,3,4,0,2,0,0,0,2017
"2344","Kourtney Kunichika","BUF","F","18507490","2018-01-14","CTW","BUF",0,1,0,1,1,0.9,5,1,0,1,0,0,0,0,0,0,1,2,2,1,1,0,0,2017
"2345","Kristin Lewicki","BUF","F","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,-0.25,1,0,1,0,0,0,0,0,0,0,4,7,0,0,1,0,0,2017
"2346","Lisa Chesson","BUF","D","18507490","2018-01-14","CTW","BUF",1,0,1,2,1,1.86,2,2,1,0.67,0,0,1,0,0,0,0,0,0,2,1,0,0,2017
"2347","Maddie  Elia","BUF","F","18507490","2018-01-14","CTW","BUF",1,0,0,1,1,2.65,3,1,0,1,0,0,0,0,0,0,15,4,0,0,1,0,0,2017
"2348","Meghan   Huertas","CTW","F","18507490","2018-01-14","CTW","BUF",1,0,0,1,1,0.58,3,2,0,1,0,0,0,0,0,0,5,7,6,2,0,0,0,2017
"2349","Rachael Ade","CTW","D","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,0.33,3,2,1,0.67,0,0,0,0,0,0,0,0,0,0,2,0,0,2017
"2350","Rebecca  Vint","BUF","F","18507490","2018-01-14","CTW","BUF",1,1,1,3,2,2.21,2,2,1,0.67,0,1,0,0,0,0,2,3,2,0,0,0,0,2017
"2351","Sam Faber","CTW","F","18507490","2018-01-14","CTW","BUF",1,0,0,1,1,1.33,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2352","Sarah Casorso","BUF","D","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,0.16,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2017
"2353","Sarah Shureb","BUF","F","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2354","Shannon Doyle","CTW","D","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,0.05,2,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2017
"2355","Stephanie  Mock","CTW","F","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017
"2356","Sydney Rossman","CTW","G","18507490","2018-01-14","CTW","BUF",0,0,0,0,0,-1.2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,20,4,2017
"2357","Taylor Accursi","BUF","F","18507490","2018-01-14","CTW","BUF",1,1,0,2,2,1.87,1,1,1,0.5,1,0,0,0,0,0,5,4,0,0,1,0,0,2017
"2358","Kelsey  Koelzer","MET","D","18507502","2017-10-28","MET","BOS",0,1,0,1,1,0.69,2,2,1,0.67,0,0,0,0,0,0,0,0,2,1,0,0,0,2017
"2359","Alexa Gruschow","MET","F","18507502","2017-10-28","MET","BOS",1,0,1,2,1,1.73,3,2,0,1,0,0,0,0,0,0,10,12,0,0,0,0,0,2017
"2360","Alyssa Gagliardi","BOS","D","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.45,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
"2361","Ashley Johnston","MET","D","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.22,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2362","Bray Ketchum","MET","F","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2363","Brittany Ott","BOS","G","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.92,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,28,3,2017
"2364","Courtney Burke","MET","D","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
"2365","Dana Trivigno","BOS","F","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.8,4,0,4,0,0,0,0,0,0,0,9,6,0,1,0,0,0,2017
"2366","Emily Field","BOS","F","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.11,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2367","Erika  Lawler","MET","F","18507502","2017-10-28","MET","BOS",0,0,0,0,0,-0.25,1,0,0,NA,0,0,0,0,0,0,11,14,0,1,0,0,0,2017
"2368","Haley Skarupa","BOS","F","18507502","2017-10-28","MET","BOS",0,0,1,1,0,1.74,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2369","Harrison Browne","MET","F","18507502","2017-10-28","MET","BOS",1,0,1,2,1,1.86,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017
"2370","Heather  Schwarz","BOS","F","18507502","2017-10-28","MET","BOS",0,1,0,1,1,0.86,2,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2371","Janine Weber","BOS","F","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.53,2,1,0,1,0,0,0,0,0,0,10,6,2,1,0,0,0,2017
"2372","Jenny Ryan","MET","D","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2373","Jillian Dempsey","BOS","F","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.23,1,0,1,0,0,0,0,0,0,0,11,10,0,0,0,0,0,2017
"2374","Jordan Smelker","BOS","F","18507502","2017-10-28","MET","BOS",0,0,0,0,0,-0.24,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2017
"2375","Kaliya Johnson","BOS","D","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.22,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2376","Katie  Fitzgerald","MET","G","18507502","2017-10-28","MET","BOS",0,0,0,0,0,3.2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,30,1,2017
"2377","Kiira Dosdall","MET","D","18507502","2017-10-28","MET","BOS",0,0,0,0,0,-0.01,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,2017
"2378","Lexi Bender","BOS","D","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.22,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2379","Lindsey Hylwa","MET","F","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2380","Marissa Gedman","BOS","D","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,3,1,0,0,2017
"2381","Meagan Mangene","BOS","F","18507502","2017-10-28","MET","BOS",1,0,0,1,1,1.22,2,1,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2382","Michelle Picard","MET","D","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.05,2,1,1,0.5,0,0,0,0,0,0,0,0,2,3,0,0,0,2017
"2383","Miye D'Oench","MET","F","18507502","2017-10-28","MET","BOS",1,1,0,2,2,2.19,5,2,1,0.67,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2384","Paige Harrington","BOS","D","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2385","Rebecca Morse","MET","D","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2386","Rebecca Russo","MET","F","18507502","2017-10-28","MET","BOS",1,0,0,1,1,1.44,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2387","Sydney   Daniels","BOS","F","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2388","Tatiana Rafter","MET","F","18507502","2017-10-28","MET","BOS",0,0,0,0,0,0.44,4,1,1,0.5,0,0,0,0,0,0,4,4,0,1,0,0,0,2017
"2389","Kelsey  Koelzer","MET","D","18507506","2017-12-03","MET","CTW",0,0,0,0,0,-0.17,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2017
"2390","Alexa Gruschow","MET","F","18507506","2017-12-03","MET","CTW",1,1,0,2,2,1.86,2,2,0,1,0,0,0,0,0,0,9,9,0,0,0,0,0,2017
"2391","Amanda Boulier","CTW","F","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0.22,2,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2017
"2392","Anya Battaglino","CTW","F","18507506","2017-12-03","MET","CTW",0,0,0,0,0,-0.01,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017
"2393","Bray Ketchum","MET","F","18507506","2017-12-03","MET","CTW",1,0,0,1,1,1.33,3,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,2017
"2394","Courtney Burke","MET","D","18507506","2017-12-03","MET","CTW",0,1,0,1,1,0.86,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2395","Cydney Roesler","CTW","D","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2396","Elena Orlando","CTW","D","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0.11,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2397","Emily Fluke","CTW","F","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0.33,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2017
"2398","Erika  Lawler","MET","F","18507506","2017-12-03","MET","CTW",0,0,1,1,0,0.86,2,0,0,NA,0,0,1,0,0,0,10,10,0,0,0,0,0,2017
"2399","Grace Klienbach","CTW","F","18507506","2017-12-03","MET","CTW",0,0,0,0,0,-0.01,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,2017
"2400","Hanna  Beattie","CTW","D","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2401","Harrison Browne","MET","F","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2402","Jamie Goldsmith","CTW","F","18507506","2017-12-03","MET","CTW",0,0,0,0,0,-0.26,2,0,1,0,0,0,0,0,0,0,6,10,0,2,0,0,0,2017
"2403","Jenny Ryan","MET","D","18507506","2017-12-03","MET","CTW",0,0,1,1,0,0.86,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2404","Juana Baribeau","CTW","F","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0.45,3,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
"2405","Katie  Fitzgerald","MET","G","18507506","2017-12-03","MET","CTW",0,0,0,0,0,3.5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,25,0,2017
"2406","Kelly Babstock","CTW","F","18507506","2017-12-03","MET","CTW",0,0,0,0,0,1.11,4,0,2,0,0,0,0,0,0,0,11,4,2,1,0,0,0,2017
"2407","Kelly Nash","MET","F","18507506","2017-12-03","MET","CTW",1,0,0,1,1,1.11,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2408","Kiira Dosdall","MET","D","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2409","Madison Packer","MET","F","18507506","2017-12-03","MET","CTW",0,2,0,2,2,1.38,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2017
"2410","Michelle Picard","MET","D","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0.22,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2017
"2411","Miye D'Oench","MET","F","18507506","2017-12-03","MET","CTW",1,0,0,1,1,1.11,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2412","Paige Savage","CTW","F","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2017
"2413","Rachael Ade","CTW","D","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,2017
"2414","Rebecca Morse","MET","D","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2415","Rebecca Russo","MET","F","18507506","2017-12-03","MET","CTW",0,0,0,0,0,-0.01,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,2017
"2416","Sam Faber","CTW","F","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2417","Shannon Doyle","CTW","D","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0.05,2,0,0,NA,0,0,0,0,0,0,0,0,2,1,0,0,0,2017
"2418","Stephanie  Mock","CTW","F","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,8,8,0,0,0,0,0,2017
"2419","Sydney Rossman","CTW","G","18507506","2017-12-03","MET","CTW",0,0,0,0,0,-1.06,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,21,4,2017
"2420","Tatiana Rafter","MET","F","18507506","2017-12-03","MET","CTW",0,0,0,0,0,0.33,3,1,0,1,0,0,0,0,0,0,7,7,0,0,0,0,0,2017
"2421","Kelsey  Koelzer","MET","D","18507511","2017-12-10","MET","BUF",0,0,1,1,0,0.86,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2422","Alexa Gruschow","MET","F","18507511","2017-12-10","MET","BUF",0,0,0,0,0,1.02,1,0,1,0,0,0,0,0,0,0,17,8,2,1,0,0,0,2017
"2423","Amanda Leveille","BUF","G","18507511","2017-12-10","MET","BUF",0,0,0,0,0,1.04,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,36,4,2017
"2424","Bray Ketchum","MET","F","18507511","2017-12-10","MET","BUF",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2425","Colleen  Murphy","BUF","D","18507511","2017-12-10","MET","BUF",0,0,0,0,0,-0.29,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2017
"2426","Corinne Buie","BUF","F","18507511","2017-12-10","MET","BUF",0,0,0,0,0,0.09,3,0,0,NA,0,0,0,0,0,0,0,2,0,0,0,0,0,2017
